parameter,entity,estimate,std.error,p.val.adj,s_var
carbohydrateRDC,f__Ruminococcaceae,-1.411216763881234,1.2135729689937655,0.7068757335869409,0.25
carbohydrateSDC,f__Ruminococcaceae,-0.05989250333594946,1.2167129931688154,1,0.25
timepoint48H,f__Ruminococcaceae,1.8731518685428135,1.3639408056112143,0.4522190332592257,0.25
obesity_groupobesity,f__Ruminococcaceae,-0.7767719003028194,0.6358890098134392,0.8786410088252062,0.25
carbohydrateRDC:timepoint48H,f__Ruminococcaceae,0.47343021428240295,1.6444041247242132,0.8812757405368313,0.25
carbohydrateSDC:timepoint48H,f__Ruminococcaceae,-0.05930391488730748,1.6427375008744438,0.9989969458576472,0.25
carbohydrateRDC,o__Clostridiales,-1.146071783129662,1.365367296942142,0.7495246669055423,0.25
carbohydrateSDC,o__Clostridiales,-0.043930883870747506,1.3686398148681544,1,0.25
timepoint48H,o__Clostridiales,1.5966533571003256,1.537474571391839,0.6699636926660082,0.25
obesity_groupobesity,o__Clostridiales,-0.6364602155429834,1.7559930317096981,1,0.25
carbohydrateRDC:timepoint48H,o__Clostridiales,2.1436999878116545,1.8495768141368887,0.5491000450171986,0.25
carbohydrateSDC:timepoint48H,o__Clostridiales,1.131726453721352,1.8475801171215156,0.9263898375191433,0.25
carbohydrateRDC,other,-1.0181407863867797,1.0522221249494292,0.712786952316606,0.25
carbohydrateSDC,other,0.012731907474830391,1.0548810518829068,1,0.25
timepoint48H,other,6.566739143609902,1.183154173793738,8.809785264792096e-7,0.25
obesity_groupobesity,other,1.178440093420598,0.6435769946817409,1,0.25
carbohydrateRDC:timepoint48H,other,1.569504458394395,1.425631126978066,0.5320287960867287,0.25
carbohydrateSDC:timepoint48H,other,0.7017373672981149,1.4241595318096298,0.9314607037445666,0.25
carbohydrateRDC,Actinomyces,-1.3703752104133182,1.2349885482659644,0.712570859635684,1
carbohydrateSDC,Actinomyces,-0.11434009156611115,1.2380950941862676,0.99955643063167,1
timepoint48H,Actinomyces,-3.0919636433154327,1.3888215918696896,0.5648265823237097,1
obesity_groupobesity,Actinomyces,-0.7640089545364444,0.7932763892464603,0.9129352749274807,1
carbohydrateRDC:timepoint48H,Actinomyces,3.135807306335973,1.6732295208955044,0.443714042152162,1
carbohydrateSDC:timepoint48H,Actinomyces,1.2647507533583164,1.6714956332196456,0.895416095017494,1
carbohydrateRDC,Adlercreutzia,-0.7791813364890545,1.402954894244994,0.7825428370285911,1
carbohydrateSDC,Adlercreutzia,-0.42736600482617726,1.4064164838301796,0.9999677389256568,1
timepoint48H,Adlercreutzia,-1.466698038002833,1.5784365812334227,0.9666889275392095,1
obesity_groupobesity,Adlercreutzia,-2.922783375738176,1.0769463309764087,0.48746470672794756,1
carbohydrateRDC:timepoint48H,Adlercreutzia,1.3419111087217857,1.9006652095684224,0.6847161487307007,1
carbohydrateSDC:timepoint48H,Adlercreutzia,1.2832905108548092,1.898664445824318,0.8996715343606095,1
carbohydrateRDC,Akkermansia,0.1400357314630222,1.5006081684129688,0.9335785313937514,1
carbohydrateSDC,Akkermansia,0.9854357727646581,1.504223352324684,0.99955643063167,1
timepoint48H,Akkermansia,6.964876591827712,1.6894746411597295,5.600455619423658e-4,1
obesity_groupobesity,Akkermansia,-0.25368450249981545,1.682026801038016,1,1
carbohydrateRDC:timepoint48H,Akkermansia,-0.27598509761654977,2.0328086020658467,0.966071035531603,1
carbohydrateSDC:timepoint48H,Akkermansia,-1.8582539093294763,2.030624181664883,1,1
carbohydrateRDC,Alistipes,-0.6549132642825467,1.4023180983273698,0.8255063842265975,1
carbohydrateSDC,Alistipes,0.3446792970772684,1.405894367642489,0.99955643063167,1
timepoint48H,Alistipes,9.980406861394682,1.5765307664723442,2.100061719423225e-7,1
obesity_groupobesity,Alistipes,-0.6618703945329003,0.8117723967593224,0.9371633605218391,1
carbohydrateRDC:timepoint48H,Alistipes,0.3080975431450256,1.9000405892220407,0.877319337907646,1
carbohydrateSDC:timepoint48H,Alistipes,-0.39365969526726435,1.8980929474471726,0.9737160809066222,1
carbohydrateRDC,Anaerostipes,-1.1168459326966325,1.3180419728073793,0.7118208744485697,1
carbohydrateSDC,Anaerostipes,0.029853346531086976,1.3212858840581527,0.99955643063167,1
timepoint48H,Anaerostipes,-2.788109434235932,1.4829970954574088,0.718885997489244,1
obesity_groupobesity,Anaerostipes,-1.0537466361379342,1.037171296059489,0.9137260751546695,1
carbohydrateRDC:timepoint48H,Anaerostipes,1.707084657793236,1.7856131106995523,0.5800938839446579,1
carbohydrateSDC:timepoint48H,Anaerostipes,1.7718691296497244,1.7837295528682984,0.872795502196498,1
carbohydrateRDC,Anaerotruncus,-0.48033805681320374,1.3644394961141877,0.8443401311589017,1
carbohydrateSDC,Anaerotruncus,0.34762038145489516,1.3677386624992554,0.99955643063167,1
timepoint48H,Anaerotruncus,6.763521856562721,1.535988722768368,3.7602688533672543e-4,1
obesity_groupobesity,Anaerotruncus,-1.1184376923120234,1.4113074949710442,0.9534829517745609,1
carbohydrateRDC:timepoint48H,Anaerotruncus,-0.8883411155634744,1.8483665646817253,0.9837066309450261,1
carbohydrateSDC:timepoint48H,Anaerotruncus,-1.273067216746858,1.8463867706471702,1,1
carbohydrateRDC,Bacteroides,-0.5122744395737027,1.4154267412548742,0.8440469361500723,1
carbohydrateSDC,Bacteroides,0.029391307201072723,1.4189446173700064,0.99955643063167,1
timepoint48H,Bacteroides,14.105490673360244,1.5921717129786135,1.336222799075415e-13,1
obesity_groupobesity,Bacteroides,-0.5103402570880631,1.0034080660263767,0.9786429266626813,1
carbohydrateRDC:timepoint48H,Bacteroides,1.1415531510105708,1.9176101002876895,0.7184152481576823,1
carbohydrateSDC:timepoint48H,Bacteroides,0.7530503131395476,1.9156037297761592,0.9282719919796519,1
carbohydrateRDC,Bifidobacterium,-1.1841199566899503,1.1324655514880635,0.7067525930869704,1
carbohydrateSDC,Bifidobacterium,0.12185278118148932,1.135355086568042,0.99955643063167,1
timepoint48H,Bifidobacterium,0.27449797739595666,1.273129511533869,0.9926946345460762,1
obesity_groupobesity,Bifidobacterium,-0.8288454833711403,0.6485448021000796,0.8693729027953144,1
carbohydrateRDC:timepoint48H,Bifidobacterium,4.310526690228818,1.534411493938782,0.2793410550501593,1
carbohydrateSDC:timepoint48H,Bifidobacterium,3.252786573515434,1.532839518803985,0.718399918842228,1
carbohydrateRDC,Blautia,-1.4148872116055782,1.1641438375096231,0.7067525930869704,1
carbohydrateSDC,Blautia,0.03400458959292578,1.1671810079993552,0.99955643063167,1
timepoint48H,Blautia,-0.29529424960879325,1.3081925247705806,1,1
obesity_groupobesity,Blautia,-0.071753989743201907,0.5822717149230987,0.9995037474451898,1
carbohydrateRDC:timepoint48H,Blautia,2.4148019727109045,1.5774858892225423,0.48865166495546714,1
carbohydrateSDC:timepoint48H,Blautia,1.7130416159127921,1.5758970116405038,0.8713902762949024,1
carbohydrateRDC,Clostridium,-1.1511546323064747,1.331737016000612,0.7243658940204176,1
carbohydrateSDC,Clostridium,-0.33195760653515877,1.3349561122662918,0.9999677389256568,1
timepoint48H,Clostridium,7.619666851943205,1.4991881878026718,1.242114048516491e-5,1
obesity_groupobesity,Clostridium,-0.3163539358976084,1.3827225423500453,0.9995608658305085,1
carbohydrateRDC:timepoint48H,Clostridium,1.7929773386256447,1.8040637409281168,0.5722521705083592,1
carbohydrateSDC:timepoint48H,Clostridium,0.6202325195434364,1.8021308866683838,0.9473281199300113,1
carbohydrateRDC,Collinsella,-1.9641566758816946,1.5532638520096733,0.7099342329300466,1
carbohydrateSDC,Collinsella,-0.9975288592941881,1.5570340867275396,0.9999677389256568,1
timepoint48H,Collinsella,2.825368708348133,1.748345225883516,0.3401927198688044,1
obesity_groupobesity,Collinsella,0.8374182542418228,1.4908454274198102,1,1
carbohydrateRDC:timepoint48H,Collinsella,4.480771665855606,2.1041857355331537,0.42971347662573356,1
carbohydrateSDC:timepoint48H,Collinsella,3.273779838137211,2.1019395651870796,0.8244807444272871,1
carbohydrateRDC,Coprococcus,-1.02983471072456,1.4781338469140743,0.7380449567200638,1
carbohydrateSDC,Coprococcus,-0.12144215312635546,1.4818164718269937,0.99955643063167,1
timepoint48H,Coprococcus,-0.1798542154680905,1.6626140806349639,0.9978811565134685,1
obesity_groupobesity,Coprococcus,-1.1955474566657407,1.026022125092468,0.8840375161883705,1
carbohydrateRDC:timepoint48H,Coprococcus,2.3746652897280374,2.0025829880363353,0.536899272630084,1
carbohydrateSDC:timepoint48H,Coprococcus,2.2482468219543117,2.0004918151613977,0.8669320796016623,1
carbohydrateRDC,Dialister,-1.5263913011055033,1.47650055104866,0.7275756716371679,1
carbohydrateSDC,Dialister,-0.367354513688431,1.4800902418257629,0.99955643063167,1
timepoint48H,Dialister,0.4115605885147094,1.661863628047969,0.9554422892780023,1
obesity_groupobesity,Dialister,-1.0268560301071394,1.3853420018917035,0.9594690820101781,1
carbohydrateRDC:timepoint48H,Dialister,2.7399513301720075,2.000205663042255,0.5270091338935015,1
carbohydrateSDC:timepoint48H,Dialister,1.8953462968856336,1.9980734381126244,0.8795050358063257,1
carbohydrateRDC,Dorea,-1.4605913779202984,1.2481476588788127,0.7067525930869704,1
carbohydrateSDC,Dorea,-0.0014875963524164052,1.2512647776579222,0.99955643063167,1
timepoint48H,Dorea,-1.7266789640624525,1.403843311385788,0.9408714596609744,1
obesity_groupobesity,Dorea,-1.2834852473762675,0.8472216615399291,0.8599566839777841,1
carbohydrateRDC:timepoint48H,Dorea,2.9092972375645845,1.6910113972746748,0.4763159792202418,1
carbohydrateSDC:timepoint48H,Dorea,1.4408225936966113,1.6892490490343361,0.879619140492606,1
carbohydrateRDC,Eggerthella,-1.5917173813210206,1.2591120471532034,0.710824949326088,1
carbohydrateSDC,Eggerthella,-0.5322125064889702,1.2621395393859038,0.9999677389256568,1
timepoint48H,Eggerthella,6.008181770200031,1.4176736554611769,3.55307181519928e-4,1
obesity_groupobesity,Eggerthella,0.4464345674160315,1.4790230094658086,1,1
carbohydrateRDC:timepoint48H,Eggerthella,1.551955051174919,1.705654794701533,0.6104750805818997,1
carbohydrateSDC:timepoint48H,Eggerthella,0.6292248017404086,1.7038187477360696,0.9403409872259025,1
carbohydrateRDC,Erysipelatoclostridium,-0.8826434684157771,1.4413244518270538,0.7819690579847358,1
carbohydrateSDC,Erysipelatoclostridium,-0.4164727639175497,1.444845962440697,0.99955643063167,1
timepoint48H,Erysipelatoclostridium,0.8514722781596591,1.6220379597641066,0.8804140096964903,1
obesity_groupobesity,Erysipelatoclostridium,0.4951416596932132,1.2522912299424342,1,1
carbohydrateRDC:timepoint48H,Erysipelatoclostridium,1.188390654013916,1.9525831014437227,0.7249898015703904,1
carbohydrateSDC:timepoint48H,Erysipelatoclostridium,1.015579497535187,1.9505105145127934,0.9166452752970675,1
carbohydrateRDC,Escherichia,-0.43188437493867954,1.431339857364011,0.8524312392791543,1
carbohydrateSDC,Escherichia,0.4228895335426501,1.434826265852789,0.99955643063167,1
timepoint48H,Escherichia,11.962043922085568,1.6109443509745898,3.2889275701034984e-10,1
obesity_groupobesity,Escherichia,-0.23809392785211245,1.3029421387536415,1,1
carbohydrateRDC:timepoint48H,Escherichia,2.3996908323970914,1.9390380315893423,0.5382475803750569,1
carbohydrateSDC:timepoint48H,Escherichia,1.6861298617134624,1.936974365799208,0.8794262126431442,1
carbohydrateRDC,Eubacterium,-1.3851519611851824,1.3001291540123594,0.7067525930869704,1
carbohydrateSDC,Eubacterium,0.028054484679601092,1.3034441417106195,0.99955643063167,1
timepoint48H,Eubacterium,-1.861631990867693,1.4616505899820975,0.9388881753565526,1
obesity_groupobesity,Eubacterium,-1.1600661981430536,0.7528377323282307,0.8559156315194905,1
carbohydrateRDC:timepoint48H,Eubacterium,1.8321648819094711,1.7615801403484,0.5565136821676432,1
carbohydrateSDC:timepoint48H,Eubacterium,1.2070265218960397,1.759774191398086,0.8934169558846498,1
carbohydrateRDC,Faecalibacterium,-0.7234464689987673,1.4501794930654976,0.788245652156738,1
carbohydrateSDC,Faecalibacterium,0.5904887183946254,1.4537297428237184,0.99955643063167,1
timepoint48H,Faecalibacterium,0.18098423348370768,1.6319082339924265,0.9961888384371639,1
obesity_groupobesity,Faecalibacterium,0.6585962241079686,1.2206718948807596,1,1
carbohydrateRDC:timepoint48H,Faecalibacterium,3.5256666026986956,1.9645916018448608,0.46662296852045576,1
carbohydrateSDC:timepoint48H,Faecalibacterium,3.4554951863217327,1.962509893048168,0.7994924535916,1
carbohydrateRDC,Flavonifractor,-0.6957256147357271,1.3468209659558006,0.8035149787618919,1
carbohydrateSDC,Flavonifractor,-0.04218895759190467,1.3501849171474174,1,1
timepoint48H,Flavonifractor,10.386487762920387,1.5148320986041586,2.5337010563288947e-8,1
obesity_groupobesity,Flavonifractor,-0.9108962375733902,0.9208342846385827,0.9172729760854286,1
carbohydrateRDC:timepoint48H,Flavonifractor,0.1783228044836677,1.8246976183161439,0.8745483607051784,1
carbohydrateSDC:timepoint48H,Flavonifractor,-0.5410999505916556,1.8227959073228708,0.977772219310049,1
carbohydrateRDC,Fusicatenibacter,-0.8417126039854066,1.321215776777327,0.7444246699728366,1
carbohydrateSDC,Fusicatenibacter,0.4290430665515733,1.3244173958749252,0.99955643063167,1
timepoint48H,Fusicatenibacter,-2.4653365389107953,1.4872321878746837,0.814499926902955,1
obesity_groupobesity,Fusicatenibacter,1.0001797294644366,1.316497343636402,1,1
carbohydrateRDC:timepoint48H,Fusicatenibacter,2.7282818658840755,1.7898244566617285,0.4856329851227513,1
carbohydrateSDC:timepoint48H,Fusicatenibacter,4.406388840596483,1.7879110060552887,0.6105602202905096,1
carbohydrateRDC,Gordonibacter,-1.0412974760440585,1.3700523573565315,0.7507008932588322,1
carbohydrateSDC,Gordonibacter,-0.6062623184519425,1.3733992999605862,0.9999024196459635,1
timepoint48H,Gordonibacter,0.8434703238116001,1.5418371994005364,0.8864873234823962,1
obesity_groupobesity,Gordonibacter,-1.556066159925612,1.1953095625571433,0.8693417111514217,1
carbohydrateRDC:timepoint48H,Gordonibacter,2.015248504000488,1.8560291421061794,0.5817307306814664,1
carbohydrateSDC:timepoint48H,Gordonibacter,1.9360818092817473,1.8540587940335083,0.8683629262884379,1
carbohydrateRDC,Holdemanella,-1.712349262519683,1.4786443895583377,0.7233729504145321,1
carbohydrateSDC,Holdemanella,-0.2613955099383639,1.48218283175285,0.99955643063167,1
timepoint48H,Holdemanella,1.8374798831565093,1.6651204201763898,0.6457826739307625,1
obesity_groupobesity,Holdemanella,0.5041480622584184,2.000557403186113,1,1
carbohydrateRDC:timepoint48H,Holdemanella,3.9918765096253486,2.0030174475004396,0.42014922186487363,1
carbohydrateSDC:timepoint48H,Holdemanella,2.835405306361144,2.0008520214752226,0.8076413937990804,1
carbohydrateRDC,Holdemania,-0.6086721344288145,1.3122363083796968,0.8157371443690136,1
carbohydrateSDC,Holdemania,0.3808664872396172,1.3155167342135667,0.99955643063167,1
timepoint48H,Holdemania,6.246998643968763,1.4759025295924428,7.759376753640744e-4,1
obesity_groupobesity,Holdemania,-0.10333232114230237,0.8890284964578256,0.9915634515484453,1
carbohydrateRDC:timepoint48H,Holdemania,1.9499816295792058,1.7778474539946976,0.5812206324142433,1
carbohydrateSDC:timepoint48H,Holdemania,0.8018517212990331,1.775995880403774,0.9283156469177327,1
carbohydrateRDC,Intestinibacter,-1.0674126644589441,1.365725825067984,0.7432729956203867,1
carbohydrateSDC,Intestinibacter,0.03649174746014518,1.3690275948734054,0.99955643063167,1
timepoint48H,Intestinibacter,2.322992577792443,1.5374434883602868,0.402521629812389,1
obesity_groupobesity,Intestinibacter,-1.840394975252287,1.4145984043289934,0.8708320058613327,1
carbohydrateRDC:timepoint48H,Intestinibacter,1.890436831671987,1.850108226225525,0.5722709976293828,1
carbohydrateSDC:timepoint48H,Intestinibacter,0.41520501259287484,1.8481263088249669,0.9606340285520403,1
carbohydrateRDC,Lachnoclostridium,-1.1959954171448721,1.2320925201129034,0.7071059212102037,1
carbohydrateSDC,Lachnoclostridium,-0.052606119953089524,1.2353107007922015,0.99955643063167,1
timepoint48H,Lachnoclostridium,2.6558457462467726,1.3845203060422748,0.21050786368642396,1
obesity_groupobesity,Lachnoclostridium,0.12319605717942073,0.6122282049883312,1,1
carbohydrateRDC:timepoint48H,Lachnoclostridium,0.4439343651357236,1.6695693095555963,0.8752606544915219,1
carbohydrateSDC:timepoint48H,Lachnoclostridium,-0.16424050495807066,1.6678891567475087,0.994588970502123,1
carbohydrateRDC,Lactococcus,-1.2013645582527694,1.2818669756149008,0.7203406672469792,1
carbohydrateSDC,Lactococcus,-0.7328453226369249,1.2850494338052438,0.99955643063167,1
timepoint48H,Lactococcus,-1.9315975321636893,1.4419812326690034,0.8808958292192195,1
obesity_groupobesity,Lactococcus,0.5103887696867713,0.925240805445684,1,1
carbohydrateRDC:timepoint48H,Lactococcus,2.397781444109648,1.7366583195230354,0.5177427277061768,1
carbohydrateSDC:timepoint48H,Lactococcus,2.22144410258139,1.7348394854907323,0.8361984535306738,1
carbohydrateRDC,Marvinbryantia,-1.336713898336064,1.4605334014012374,0.7212775087079379,1
carbohydrateSDC,Marvinbryantia,-0.31166778068670037,1.4641327455684594,0.9999677389256568,1
timepoint48H,Marvinbryantia,-3.991773235240409,1.6432655216946461,0.4764142889367469,1
obesity_groupobesity,Marvinbryantia,0.14827401026107687,1.133392843568073,0.9993234973712173,1
carbohydrateRDC:timepoint48H,Marvinbryantia,2.882003486094589,1.9786618351181409,0.502595485086029,1
carbohydrateSDC:timepoint48H,Marvinbryantia,2.4706935947460984,1.9765769297140636,0.8491312268188906,1
carbohydrateRDC,Other,-1.4671473901939422,1.3000600402929152,0.7233285523148961,1
carbohydrateSDC,Other,-1.0248065525235626,1.3032971989005628,0.9999677389256568,1
timepoint48H,Other,3.203198968350777,1.4623407565102482,0.16338570600129446,1
obesity_groupobesity,Other,-0.44350875099417564,0.9111368637621474,0.975955070413443,1
carbohydrateRDC:timepoint48H,Other,2.2040853757787957,1.7613246936576994,0.5423164422792686,1
carbohydrateSDC:timepoint48H,Other,1.5206440294213361,1.7594845008045064,0.8791279830587209,1
carbohydrateRDC,Paenibacillus,-1.0460810618529073,1.4959461727210244,0.7421318083896022,1
carbohydrateSDC,Paenibacillus,-0.45047793336683306,1.4998481633500491,0.9999677389256568,1
timepoint48H,Paenibacillus,-3.672948730017647,1.6810641288727084,0.5804116935246219,1
obesity_groupobesity,Paenibacillus,0.7638004898914917,0.7512370148742319,1,1
carbohydrateRDC:timepoint48H,Paenibacillus,2.2985479427608495,2.027097223152449,0.5665725948437355,1
carbohydrateSDC:timepoint48H,Paenibacillus,1.854019476558466,2.025055003632279,0.8785122531081804,1
carbohydrateRDC,Parabacteroides,-0.6686851098923823,1.4029477899506173,0.8168632221578166,1
carbohydrateSDC,Parabacteroides,0.08158070842618576,1.4064144585417322,0.9999677389256568,1
timepoint48H,Parabacteroides,12.57228216326546,1.5783701284069613,2.7850257690309466e-11,1
obesity_groupobesity,Parabacteroides,-1.2346800565347396,1.0612431478070052,0.883247070507694,1
carbohydrateRDC:timepoint48H,Parabacteroides,0.31206337458907285,1.900665352750832,0.8702468868173209,1
carbohydrateSDC:timepoint48H,Parabacteroides,1.0443157885895593,1.8986670176369091,0.9175291515565764,1
carbohydrateRDC,Romboutsia,-1.2256938956623236,1.1480873592643788,0.7085597372997711,1
carbohydrateSDC,Romboutsia,0.09535583385450615,1.1508385942477253,0.99955643063167,1
timepoint48H,Romboutsia,0.4557085470971864,1.2928140818020244,0.9631409843803032,1
obesity_groupobesity,Romboutsia,-2.298236824759167,1.484595810411864,0.8597575579801661,1
carbohydrateRDC:timepoint48H,Romboutsia,2.3850471539321525,1.5552406142550672,0.49356491340432956,1
carbohydrateSDC:timepoint48H,Romboutsia,1.2146385351519964,1.55356138828019,0.8822048136227083,1
carbohydrateRDC,Roseburia,-0.59486770189000715,1.4639466658521523,0.8274256637136929,1
carbohydrateSDC,Roseburia,0.7318359009722663,1.4676461000757215,0.99955643063167,1
timepoint48H,Roseburia,1.768845313194144,1.6461180510737659,0.6662160008308268,1
obesity_groupobesity,Roseburia,0.8782018848726363,0.8990886015716811,1,1
carbohydrateRDC:timepoint48H,Roseburia,2.304325912362286,1.9834681593163033,0.5468273967346914,1
carbohydrateSDC:timepoint48H,Roseburia,0.32614419851271353,1.9814206160317172,0.9572002947115517,1
carbohydrateRDC,Ruminiclostridium,-0.8402979317420964,1.497614780466336,0.7824588236852821,1
carbohydrateSDC,Ruminiclostridium,-0.012760530965939326,1.5014257541359628,0.99955643063167,1
timepoint48H,Ruminiclostridium,1.2421330718070187,1.6837326020612913,0.8693236594246929,1
obesity_groupobesity,Ruminiclostridium,0.6589725398738288,0.8763458481419686,1,1
carbohydrateRDC:timepoint48H,Ruminiclostridium,1.731302958941306,2.029141489810896,0.6252975240890383,1
carbohydrateSDC:timepoint48H,Ruminiclostridium,1.2878666271887438,2.02705816926217,0.9061595566073056,1
carbohydrateRDC,Ruminococcus,-1.6715392694657552,1.596539458496999,0.7125326701204128,1
carbohydrateSDC,Ruminococcus,-0.7539075223709263,1.6003977760105168,0.99955643063167,1
timepoint48H,Ruminococcus,-2.0399363981544307,1.797299799104098,0.9572652196415569,1
obesity_groupobesity,Ruminococcus,-3.931332805678911,1.6670983045957617,0.5344321512458119,1
carbohydrateRDC:timepoint48H,Ruminococcus,2.4060349668094374,2.1627821864964676,0.5601188388668812,1
carbohydrateSDC:timepoint48H,Ruminococcus,1.213850863189061,2.1604645384380334,0.9148613920450751,1
carbohydrateRDC,Senegalimassilia,-1.31005453142064,1.2767216172034694,0.7299693084077528,1
carbohydrateSDC,Senegalimassilia,-0.4224046094587962,1.2797834469346712,0.9999024196459635,1
timepoint48H,Senegalimassilia,1.6712234691841177,1.437626688262099,0.5991604165298767,1
obesity_groupobesity,Senegalimassilia,-0.33368113603835925,1.6147161177773612,0.9989441247222693,1
carbohydrateRDC:timepoint48H,Senegalimassilia,2.5952844899188596,1.7294969089029917,0.5026595041127087,1
carbohydrateSDC:timepoint48H,Senegalimassilia,2.284640345570033,1.7276308198021075,0.8237360864794567,1
carbohydrateRDC,Slackia,0.07609350250555297,1.3658625099972157,0.9258417215239092,1
carbohydrateSDC,Slackia,0.3740548567073707,1.369146991745308,0.99955643063167,1
timepoint48H,Slackia,3.8641225945403472,1.5378628095787559,0.09304120876227515,1
obesity_groupobesity,Slackia,-1.1822587694091904,1.6018619991860594,0.9581497494413727,1
carbohydrateRDC:timepoint48H,Slackia,0.19861007802139052,1.8502647139683905,0.8909550667850219,1
carbohydrateSDC:timepoint48H,Slackia,0.7016999377329189,1.8482731670060109,0.9353102667670001,1
carbohydrateRDC,Streptococcus,-1.2170678591325526,1.1905863413364246,0.7069496206327447,1
carbohydrateSDC,Streptococcus,0.090473718831948,1.1934765200651691,0.99955643063167,1
timepoint48H,Streptococcus,-0.7357464057328131,1.3401141578858637,0.9979933639980099,1
obesity_groupobesity,Streptococcus,0.19402016586683965,1.142314224582502,1,1
carbohydrateRDC:timepoint48H,Streptococcus,2.8867746348328396,1.6128718694271913,0.4671878978109456,1
carbohydrateSDC:timepoint48H,Streptococcus,1.4896904460074147,1.6111502978899874,0.8757124269504202,1
carbohydrateRDC,Subdoligranulum,-0.9930530655640823,1.1827607243588858,0.7170160938708291,1
carbohydrateSDC,Subdoligranulum,0.23543051975871593,1.1858595650946466,0.99955643063167,1
timepoint48H,Subdoligranulum,2.114198835526635,1.3290135786748767,0.3525988763722446,1
obesity_groupobesity,Subdoligranulum,0.58367982123918,0.5778032674025221,1,1
carbohydrateRDC:timepoint48H,Subdoligranulum,1.9583827297913696,1.6027439917332298,0.5289250678903284,1
carbohydrateSDC:timepoint48H,Subdoligranulum,0.8532317970008588,1.6011348050975731,0.907225436600418,1
carbohydrateRDC,Terrisporobacter,-0.7194589526924766,1.3852695980488625,0.8022160846029475,1
carbohydrateSDC,Terrisporobacter,0.30628768618727215,1.3886191179271783,0.99955643063167,1
timepoint48H,Terrisporobacter,1.0015175630039652,1.5594387816211965,0.8611162313775824,1
obesity_groupobesity,Terrisporobacter,-3.539544994054018,1.4352855511838492,0.520559491806226,1
carbohydrateRDC:timepoint48H,Terrisporobacter,1.5045738844308678,1.8765845385213584,0.6541923012818023,1
carbohydrateSDC:timepoint48H,Terrisporobacter,0.641621019283836,1.874574500091932,0.9327960179534772,1
carbohydrateRDC,Turicibacter,-1.539288305432722,1.3238621712523864,0.7101457347214427,1
carbohydrateSDC,Turicibacter,-0.3787855060842717,1.3270510986244393,0.9999677389256568,1
timepoint48H,Turicibacter,-0.02346997961939911,1.4904897028185398,0.9968798820468675,1
obesity_groupobesity,Turicibacter,-1.847649271947396,1.4863872064197945,0.8759982747524987,1
carbohydrateRDC:timepoint48H,Turicibacter,2.749942513630615,1.7933777246341827,0.4886867013659179,1
carbohydrateSDC:timepoint48H,Turicibacter,1.7325886757233067,1.7914503581094976,0.8690987797311681,1
carbohydrateRDC,f__Christensenellaceae,-1.0168436485502546,1.339917219349105,0.734280056093809,1
carbohydrateSDC,f__Christensenellaceae,0.08851971621404131,1.3431513288317039,0.99955643063167,1
timepoint48H,f__Christensenellaceae,0.5076059319838344,1.5084682124869426,0.9771144763320098,1
obesity_groupobesity,f__Christensenellaceae,-0.9947700366458478,1.4389808460955558,0.9724611909942489,1
carbohydrateRDC:timepoint48H,f__Christensenellaceae,0.855809487682998,1.8151374359341252,0.7860718002892098,1
carbohydrateSDC:timepoint48H,f__Christensenellaceae,-1.031592383691936,1.8131901679370201,0.9994903747438331,1
carbohydrateRDC,f__Coriobacteriaceae,-0.34566076143765645,1.4023415580515226,0.8694627024518272,1
carbohydrateSDC,f__Coriobacteriaceae,0.2879304208070203,1.4057689707890584,0.9996954052447063,1
timepoint48H,f__Coriobacteriaceae,0.08151140448064181,1.5781519840478189,0.9724384229910357,1
obesity_groupobesity,f__Coriobacteriaceae,-1.053908749101805,1.2117255554325095,0.9287018526881969,1
carbohydrateRDC:timepoint48H,f__Coriobacteriaceae,1.7402499425531825,1.899774418209432,0.6212549043860743,1
carbohydrateSDC:timepoint48H,f__Coriobacteriaceae,1.4634903442382088,1.897758471374484,0.8883636993478862,1
carbohydrateRDC,f__Erysipelotrichaceae,-0.823125984217136,1.4028947530633373,0.7719810581614522,1
carbohydrateSDC,f__Erysipelotrichaceae,0.2674218778393685,1.4062892944728924,0.99955643063167,1
timepoint48H,f__Erysipelotrichaceae,0.003558943271292511,1.5792433664848797,0.9967259811887162,1
obesity_groupobesity,f__Erysipelotrichaceae,-0.44637428891450637,1.428190848267149,0.9972248449426379,1
carbohydrateRDC:timepoint48H,f__Erysipelotrichaceae,0.6479181066063605,1.9004647102098826,0.835368941382265,1
carbohydrateSDC:timepoint48H,f__Erysipelotrichaceae,0.10967555218624543,1.8984303906659115,0.9708822752222924,1
carbohydrateRDC,f__Family XIII,-1.4015257408228707,1.3539877592804317,0.7080173204596105,1
carbohydrateSDC,f__Family XIII,-0.37131011919753465,1.3573874187240462,0.99955643063167,1
timepoint48H,f__Family XIII,-2.3768170176802443,1.5226989423569552,0.8364110051749193,1
obesity_groupobesity,f__Family XIII,-2.085407549442865,0.8789171338058167,0.5434977674781825,1
carbohydrateRDC:timepoint48H,f__Family XIII,1.496071939822913,1.834442454015086,0.6471114403720671,1
carbohydrateSDC:timepoint48H,f__Family XIII,0.2778106929559316,1.8325388748193865,0.9603242272832361,1
carbohydrateRDC,f__Lachnospiraceae,-1.2556324313330514,1.166916458070645,0.7067525930869704,1
carbohydrateSDC,f__Lachnospiraceae,0.016086791229889808,1.1699070484079643,0.99955643063167,1
