taxon,lfc_(Intercept),lfc_carb_timeNo Added Carb_48H,lfc_carb_timeRDC_0H,lfc_carb_timeRDC_48H,lfc_carb_timeSDC_0H,lfc_carb_timeSDC_48H,lfc_obesity_groupobesity,se_(Intercept),se_carb_timeNo Added Carb_48H,se_carb_timeRDC_0H,se_carb_timeRDC_48H,se_carb_timeSDC_0H,se_carb_timeSDC_48H,se_obesity_groupobesity,W_(Intercept),W_carb_timeNo Added Carb_48H,W_carb_timeRDC_0H,W_carb_timeRDC_48H,W_carb_timeSDC_0H,W_carb_timeSDC_48H,W_obesity_groupobesity,p_(Intercept),p_carb_timeNo Added Carb_48H,p_carb_timeRDC_0H,p_carb_timeRDC_48H,p_carb_timeSDC_0H,p_carb_timeSDC_48H,p_obesity_groupobesity,q_(Intercept),q_carb_timeNo Added Carb_48H,q_carb_timeRDC_0H,q_carb_timeRDC_48H,q_carb_timeSDC_0H,q_carb_timeSDC_48H,q_obesity_groupobesity,diff_(Intercept),diff_carb_timeNo Added Carb_48H,diff_carb_timeRDC_0H,diff_carb_timeRDC_48H,diff_carb_timeSDC_0H,diff_carb_timeSDC_48H,diff_obesity_groupobesity,passed_ss_(Intercept),passed_ss_carb_timeNo Added Carb_48H,passed_ss_carb_timeRDC_0H,passed_ss_carb_timeRDC_48H,passed_ss_carb_timeSDC_0H,passed_ss_carb_timeSDC_48H,passed_ss_obesity_groupobesity
Turicibacter,0.7173137913758157,-0.9483826950209768,-0.0337957401119477,-0.3482055203546178,-0.0410373967995515,-0.4417503940086218,-0.8482588643187435,0.49128149152880035,0.4816537135500321,0.39370558027713287,0.4135012691544772,0.39047333866238265,0.41663463233794357,0.5066331950904932,1.4600871470725143,-1.9690135637716055,-0.08584013487479293,-0.8420905722166817,-0.10509653985629455,-1.0602824626693688,-1.6743057354684985,0.15549633390201564,0.050478342840729516,0.9316900555162322,0.4008445220648498,0.9164175330085165,0.2904240202833897,0.12262052441003034,0.7186205354570478,0.1835576103299255,1,0.5830465775488725,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
f__Christensenellaceae,0.00313568268102996,-0.13982065118840944,-0.051947580333319046,-0.6899044688340045,-0.09271698417778383,-0.5681827682907713,0.2746012382169786,0.4144321049833943,0.41919694607754626,0.33479662591104853,0.3555747557204752,0.33129892365246694,0.366956155250748,0.41909967353280486,0.007566215655892786,-0.33354405965196215,-0.15516160054468678,-1.940251544112296,-0.2798589960860968,-1.548366910217166,0.6552170177137691,0.9940087479185569,0.7390818698658649,0.8768555138828109,0.05379016728265168,0.779884747844806,0.12314487030099229,0.5229208149145498,0.9940087479185569,1,1,0.15368619223614766,1,0.3278020235722956,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
f__Coriobacteriaceae,-0.4848461334435287,-0.22402361538520013,-0.14607781519363292,0.430979205878911,-0.08932829520651189,0.9090168629488319,-0.04241542853881952,0.5470152253906363,0.6101655396912253,0.44753687204404097,0.5429796584153825,0.4454761380450295,0.5389451708406997,0.5534548916134713,-0.8863485163457541,-0.367152192007709,-0.3264039776799838,0.7937299292880866,-0.20052318761343493,1.6866592598480064,-0.07663755290908539,0.3806607661377268,0.7143060644373617,0.7448410272954512,0.4292682755307696,0.8415086264852256,0.09484287722685718,0.9399166949169389,0.8956723909122984,1,1,0.602481790218624,1,0.26163552338443363,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
f__Defluviitaleaceae,-0.35285818694665644,0.390357118272906,-0.18799281363413725,-0.20846590513837882,-0.14615802216267848,0.19512363900529658,0.19242471019395563,0.3727736716128337,0.38690593401877443,0.3160979329192501,0.3406400497507765,0.2999302365400108,0.3395427520978184,0.3852000978996652,-0.9465748624895868,1.0089199568956833,-0.5947296519720097,-0.6119829576437044,-0.487306727886973,0.5746658934692374,0.4995448112375022,0.36549251167937125,0.32585670406738965,0.5589573191983218,0.547865337975488,0.6320667568637857,0.5723341061216032,0.6390920745809516,0.8860424525560515,0.6200285646260789,1,0.71449970178108,1,0.7741393323444742,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
f__Erysipelotrichaceae,0.7520726427475546,-1.5100200440844185,-0.08700512178047376,-1.8000838837815198,-0.10294828332379238,-1.5323863667164754,-0.06835561712317022,0.40771961573837334,0.4199567491455777,0.3400757461979097,0.35696916103720394,0.3370483882010581,0.3605331124152678,0.3997753132550372,1.8445829283576747,-3.5956560935301725,-0.2558404201216998,-5.042687381036571,-0.305440663500165,-4.2503346126817005,-0.17098508801508377,0.07281916150246714,4.052065529678902e-4,0.7983320618669283,1.0081336496829382e-6,0.7603425794134134,3.239436680656372e-5,0.8666579152080507,0.39690019508285146,0.0036018360263812463,1,2.3625299800103103e-5,1,3.9685492244278007e-4,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
f__Family XIII,0.36985646130249955,-0.7433376709816422,-0.04167275551400708,-0.7626851842105681,-0.0474488749984842,-0.5255292206760156,-0.4092966868027243,0.3675456595568801,0.440521372566326,0.3370332585242554,0.38052653059184594,0.3339509625008115,0.3927193369321469,0.31989631308031274,1.0062871147720949,-1.6874043287643743,-0.12364582562705158,-2.004289117566488,-0.14208336051245518,-1.338180148656177,-1.2794667211433812,0.31771445113743607,0.09327494125527576,0.9017405803742545,0.04655671859348495,0.8871811888847136,0.1825198797144031,0.21969984430163447,0.8420348558127668,0.2502305849059519,1,0.14325144182610755,1,0.4126450537386114,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
f__Lachnospiraceae,0.4591748632840115,-0.6072286332087692,-0.046827279888886283,-0.8530314610806794,-0.029613369958797115,-0.4557884445768571,-0.19086891577930057,0.3972168304402027,0.4322275039258649,0.3533596715765356,0.3652337748897987,0.3507016685102015,0.3692012253805619,0.36116497731001584,1.1559803817354513,-1.4048819838936493,-0.1325201590774735,-2.335576607990493,-0.08444034522161305,-1.2345258174781073,-0.5284812420099722,0.25272005564861877,0.16124664363300664,0.8946755190654117,0.020272544737339106,0.9327714005308896,0.21811647117632227,0.6059084758731411,0.7488001648847963,0.36447587244616675,1,0.08109017894935643,1,0.4679904587725748,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
f__Prevotellaceae,-1.1068222438593256,1.1225618967132043,0.8598812921438542,1.0775348090228998,1.0171184863988032,1.898336937008821,-0.40489579916869695,0.8152057342031346,0.8441674729085474,1.0229962242809607,0.8073136565105957,0.9415764968472438,0.7631960220940298,0.5304140916715375,-1.3577213670377906,1.32978577443343,0.8405517750060554,1.3347164393084405,1.080229264222825,2.487351718370115,-0.7633579226613598,0.18507438247022467,0.19531184333135226,0.4074814578360654,0.193961251067417,0.28895761883589877,0.01971694911064054,0.4624823839143002,0.7354807262116696,0.39062368666270453,1,0.4310250023720378,1,0.08763088493618018,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
f__Ruminococcaceae,0.2688944482168028,0.11228860669547751,-0.043755761039404845,-0.6152687511495737,-0.04523052163785232,-0.3547597102771742,-0.08053322474982332,0.3717836114241878,0.419940019162848,0.3425432680768165,0.35618693204373814,0.33927838558165535,0.35905212828872995,0.32020891238347743,0.7232552483600648,0.2673920121243154,-0.12773790968092377,-1.7273759809751288,-0.13331389077529823,-0.9880451397628145,-0.25150213387370657,0.47175784305426427,0.7893839256648514,0.8984576344350883,0.08530766093739792,0.8940509043136027,0.32406683289407456,0.8050905522319309,0.9605858793945383,1,1,0.2201488024190914,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
g__*Soleaferrea,-0.13888264733230357,0,0,-0.0013666665817631196,0,-0.15948004792419554,0.10413809051444464,0.38412715538833986,0.4681175019057118,0.41486775666312026,0.31414090482248913,0.4132764341113591,0.3263707002756226,0.41683025396878726,-0.3615538380563014,0,0,-0.004350489098308858,0,-0.48864695203801506,0.24983333028951066,0.7215102281466121,1,1,0.9965891641545294,1,0.6270950099585761,0.8036403131641734,0.965165334306134,1,1,0.9984993243450201,1,0.7810783984839001,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
o__Clostridiales,-0.29893829398396116,-0.30478637801132236,-0.06245537402072842,-0.3307979920430648,0.0650818980989864,-0.025277505389885734,-0.07013003364017645,0.6125321282509171,0.5792768478214145,0.48456417849667144,0.507793855893814,0.4772618039960884,0.5141335299145148,0.6812369863957755,-0.4880369211613082,-0.5261497661396007,-0.12888978754990127,-0.6514415017109596,0.13636519317921325,-0.04916525361434536,-0.1029451351595189,0.6290281054196513,0.5998284447472239,0.8976805526239647,0.5160996916169833,0.8917834865625097,0.9608754189203208,0.9194076122350522,0.9605858793945383,0.9997140745787064,1,0.6881329221559778,1,0.973038398906654,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
